Symbol,Name
R1FSF,Russell 1000 Size Factor Index
R1FVAF,Russell 1000 Value Factor Index
R1FVF,Russell 1000 Volatility Factor Index
R1FYF,Russell 1000 Yield Factor Index
R1LB,Russell 1000 Low Beta Equal Weight Index
R1MFF,Russell 1000 Momentum Focused Factor Ind
R1MFFR,Russell 1000 Momentum Focused Factor Net
R1VFF,Russell 1000 Low Volatility Focused Fact
R1VFFR,Russell 1000 Low Volatility Focused Fact
R1VQQF,Russell 1000 2Qual/Val 5% Capped Factor
R1VQQFN,Russell 1000 2Qual/Val 5% Capped Factor
R1YFF,Russell 1000 Yield Focused Factor Index
R1YFFR,Russell 1000 Yield Focused Factor Net Ta
R2CPF,Russell 2000 Comprehensive Factor Index
R2DSEW,Russell 2000 Dividend Select Equal Weigh
R2SC,SSGA SPDR ETFS Europe II
R2US,SSGA SPDR ETFS Europe II
R3DE,Russell 3000 Dividend Elite Index
RAI,Ra International Group Plc
RAT,Rathbone Brothers Plc
RBD,Reabold Resources Plc
RBG,Revolution Bars Group Pl
RBGP,Rosenblatt Group Plc
RBN,Robinson Plc
RBOD,Ishares IV Plc
RBOT,Ishares IV Plc
RBTX,Ishares IV Plc
RBW,Rainbow Rare Earths Limited
RC2,Reconstruction Capital I
RC91,ROYAL BANK OF SCOTLAND CALL WTS
RCDO,Ricardo Plc
RCH,Reach Plc
RCN,Redcentric Plc
RCOI,Riverstone Credit Opportunities Income P
RCP,Rit Capital Partners Plc
RDT,Rosslyn Data Technologie
RDW,Redrow Plc
RE,R.e.a. Holdings
RE.B,R.E.A. Holdings Plc
RE17,ROYAL BANK OF SCOTLAND CALL WTS
RE85,ROYAL BANK OF SCOTLAND PUT WTS
REAT,React Group Plc
REC,Record Plc
RECI,Real Estate Credit Investments Pcc Limit
REDD,Redde Plc
REDX,Redx Pharma Plc
REL,Reed Elsevier Plc
RENE,Reneuron Group Plc
RENW,reneuron group wts(to sub for ord)
RENX,Renalytix Ai Plc
RESI,Residential Secure Income Plc
REVB,
RF62,ROYAL BANK OF SCOTLAND PUT WTS
RFG,EUROLINK MANAGED SERVICES ORD GBP0.02
RFX,Ramsdens Holdings Plc
RG11,ROYAL BANK OF SCOTLAND PUT WTS
RGD,The Real Good Food Company Plc
RGL,Regional REIT Limited
RGL1,Regional REIT Limited
RGO,Riverfort Global Opportunities Plc
RH07,ROYAL BANK OF SCOTLAND CALL WTS
RH48,ROYAL BANK OF SCOTLAND PUT WTS
RHIM,Rhi Magnesita N.V.
RHM,Resource Holding Management Limited
RI03,ROYAL BANK OF SCOTLAND PLC CALL WTS
RICA,Ruffer Investment Company Ltd
RICI,RBS Market Access
RICO,Ricoh CO Ltd
RIEU,Legal & General Ucits ETF Public Limited
RIFS,Reliance Infrastructure
RIGD,Reliance Industries Limi
RIII,Rights & Issues Investment Trust Plc
RIO,Rio Tinto Plc
RIOB,FTSE Russia Iob Index
RIOL,Lyxor International Asse
RIOU,Lyxor International Asse
RISE,Ishares IV Plc
RIUG,Legal & General Ucits ETF Public Limited
RIUS,Legal & General Ucits ETF Public Limited
RKH,Rockhopper Exploration Plc
RKT,
RKW,
RLE,Real Estate Investors Plc
RM,RM Plc
RMDSEW,Russell Midcap Dividend Select Equal Wei
RMG,Royal Mail Plc
RMII,
RMM,Rambler Metals & Mining Plc
RMMC,River and Mercantile UK
RMV,Rightmove Plc
RNEW,
RNK,Rank Group Plc
RNO,Renold Plc
RNWH,Renew Holdings Plc
RNXGUS,FTSE Epra/Nareit Global
ROAI,Lyxor Index Fund
ROBE,Go Ucits ETF Solutions P
ROBG,Go Ucits ETF Solutions P
ROBO,Go Ucits ETF Solutions P
ROC,Rockpool Acquisitions Plc
ROCK,Rockfire Resources Plc
ROL,Rotala Plc
ROLG,Ishares Vi Plc
ROLL,Ishares Vi Plc
ROO,
ROOF,
ROR,Rotork Plc
ROSN,Ojsc Oc Rosneft
RPDEU,FTSE Epra/Nareit Developed Eurozone Net
RPRA,FTSE Epra/Nareit Developed Europe Index
RPS,Rps Group Plc
RQFI,DB X-Trackers
RQIH,Randall & Quilter Investment Holdings Pl
RR,Rolls Royce Group
RRR,Red Rock Resources Plc
RS1,
RS2G,Amundi ETF
RS2U,Amundi ETF
RSAB,Rsa Insurance Group Plc
RSE,Riverstone Energy Limite
RSG,Resolute Mining Limited
RSGL,Lyxor International Asse
RST,Restore Plc
RSW,Renishaw Plc
RTC,Rtc Group Plc
RTN,Restaurant Group Plc
RTO,Rentokil Initial Plc
RTW,Rtw Venture Fund Limited
RTWO,Etfx Fund Company Plc
RTWP,Etfx Fund Company Plc
RTYS,Source Markets Public Limited Company
RUA,
RUR,Rurelec Plc
RUSG,Lyxor International Asse
RWA,Robert Walters Plc
RWI,Renewi Plc
RWS,Rws Holdings Plc
S100,Source Markets Public Li
S250,Source Markets Public Li
S32,South32 Limited
S400,Source Markets Public Li
S5SD,UBS (Irl) ETF Plc
S600,Source Markets Public Li
S6EW,Ossiam Lux
S7XP,Source Markets Public Li
SAA,M&C Saatchi Plc
SAAA,Ishares Vi Plc [The Comp
SAAS,
SAE,Simec Atlantis Energy Limited
SAEM,Ishares IV Plc
SAEU,Ishares IV Plc
SAFE,Safestore Holdings Plc
SAG,Sagentia Group Plc
SAGA,Saga Plc
SAGG,Ishares III Plc
SAIN,Scottish American Investment Co. Plc
SAJP,Ishares IV Plc
SAL,Spaceandpeople Plc
SALL,ETFS Commodity Securities Limited
SANB,Santander UK Plc
SAR,Sareum Holdings Plc
SASU,Ishares IV Plc
SAUM,Ishares IV Plc
SAUS,Ishares III Plc
SAV,Savannah Resources Plc
SAWD,Ishares IV Plc
SBDS,
SBEG,UBS ETF
SBEM,UBS ETF
SBI,Serono Sa
SBID,State Bank of India
SBIO,Source Markets Public Li
SBO,
SBRE,Sabre Insurance Group Plc
SBRT,ETFS Commodity Securities Limited
SBRY,Sainsbury [J] Plc
SBSI,
SBTX,Skinbiotherapeutics Plc
SBUL,ETFS Commodity Securities Limited
SBUY,Powershares Glbal Funds
SC34,Sga Societe Generale Acc
SC35,Sga Societe Generale Acc
SC87,societe generale acceptance nv call wts
SCDN,FTSE Developed Small Cap
SCDNCH,FTSE Small Cap Net Chf I
SCDNEU,FTSE Small Cap Net EUR I
SCDNUK,FTSE Small Cap Net GBP I
SCE,Surface Transforms Plc
SCF,Schroder Income Growth Fund Plc
SCGL,Sealand Capital Galaxy Limited
SCHE,Southern Cross Healthcare Group Plc
SCHO,Scholium Group Plc
SCIN,Scottish Investment Trust Plc
SCIR,
SCLP,Scancell Holdings Plc
SCNY,ETFS Foreign Exchange Limited
SCOP,ETFS Commodity Securities Limited
SCP,Schroder UK Mid Cap Fund Plc
SCRF,Sme Credit Realisation Fund Limited
SCS,Scs Group Plc
SCT,Softcat Plc
SD12,FTSE Dev Small Cap Ex No
SD13,FTSE Dev Europe Small CA
SDEU,Ishares V Public Limited Company
SDG,
SDHA,Ishares IV Plc
SDHG,Ishares IV Plc
SDHY,Ishares IV Plc
SDI,Sdi Group Plc
SDIA,Ishares IV Plc
SDIG,Ishares IV Plc
SDJP,Ishares IV Plc
SDP,Schroder Asiapacific Fund Plc
SDR,Schroders Plc
SDRC,Schroders Plc
SDRY,Superdry Plc
SDUE,Ishares IV Plc
SDUS,Ishares IV Plc
SDV,Small Companies Dividend Trust Plc
SDVP,Sdv 2025 Zdp Plc
SDWD,Ishares IV Plc
SDX,Sdx Energy Inc
SDY,Speedy Hire Plc
SE11,SOCIETE GENERALE ACCEPTANCE NV CALL WTS
SE15,Ishares III Plc
SE17,SOCIETE GENERALE ACCEPTANCE NV PUT WTS
SEAG,Ishares III Plc
SEC,Strategic Equity Capital Plc
SED,Saltus European Debt Strategies Limited
SEDM,Ishares IV Plc
SEDY,Ishares V Public Limited Company
SEE,Seeing Machines Limited
SEED,Barclays Bank Plc
SEEN,
SEFA,Shefa GEMS Ltd.
SEGA,Ishares III Plc
SEGM,Ishares IV Plc
SEIT,Sdcl Energy Efficiency Income Trust Plc
SEMA,Ishares III Plc
SEMB,Ishares II Plc
SEMC,UBS ETF
SEMH,SSGA SPDR ETFS Europe II
SEML,Ishares III Plc
SENX,Serinus Energy Plc
SEPL,Seplat Petroleum Develop
SEQI,Sequoia Economic Infrast
SERE,Schroder European Real Estate Investment
SESP,Ishares V Public Limited Company
SEU3,ETFS Foreign Exchange Li
SEUC,SSGA SPDR ETFS Europe I
SEUR,ETFS Foreign Exchange Limited
SFE,Safestyle UK Plc
SFOR,S4 Capital Plc
SFR,Severfield-Rowen Plc
SGB3,ETFS Foreign Exchange Li
SGBP,ETFS Foreign Exchange Limited
SGBS,ETFS Metal Securities Ld
SGBX,ETFS Metal Securities Limited
SGE,Sage Group Plc
SGEA,Ishares III Plc
SGEM,Scotgems Plc
SGI,Stanley Gibbons Group Plc
SGIL,Ishares III Plc
SGLD,Source Physical Markets Plc
SGLN,Ishares Physical Metals Plc
SGLO,Ishares III Plc
SGLP,Source Physical Markets Plc
SGQD,Multi Units Luxembourg
SGQL,Multi Units Luxembourg
SGQP,Multi Units Luxembourg
SGRO,Segro Plc
SGS100,FTSE SGX Asia Shariah 10
SGSU,Ishares II Plc
SGZ,Scotgold Resources Limited
SH98,SOCIETE GENERALE ACCEPTANCE NV CALL WTS
SHB,Shaftesbury Plc
SHED,Urban Logistics REIT Plc
SHEL,Shell Trnpt (reg)
SHG,Shanta Gold Limited
SHI,Sig Plc
SHIP,Tufton Oceanic Assets Limited
SHLD,Ishares IV Plc
SHOE,Shoe Zone Plc
SHPP,Etfx Fund Company Plc
SHRS,Shires Income Plc
SHYG,Ishares Plc
SHYU,Ishares II Plc
SIGC,Sherborne Investors [Guernsey] C Limited
SIHL,Symphony International Holdings Ld
SILG,UBS Ag
SIME,ETFS Commodity Securities Limited
SIS,Science IN Sport Plc
SIXH,600 Group Plc
SJ79,SOCIETE GENERALE ACCEPTANCE NV PUT WTS
SJG,Schroder Japan Growth Fund Plc
SJNK,SSGA SPDR ETFS Europe I
SJP3,ETFS Foreign Exchange Li
SJPA,Ishares III Plc
SJPN,FTSE Shariah Japan 100 Index
SJPNU,FTSE Japan 100 Shariah Index USD
SJPY,ETFS Foreign Exchange Limited
SKG,Smurfit Kappa Group Plc
SKL,
SKMD,Sk Telecom CO Ld
SKYP,Hanetf Icav
SKYU,First Trust Global Funds Public Limited
SKYY,Hanetf Icav
SLE,San Leon Energy Plc
SLFR,
SLP,Sylvania Platinum Limited
SLQJPLL2,FTSE Japan Large Cap Sup
SLQJPLL3,FTSE Japan Large Cap Sup
SLQJPLS1,FTSE Japan Large Cap Sup
SLQJPLS2,FTSE Japan Large Cap Sup
SLQJPLS3,FTSE Japan Large Cap Sup
SLQSPL2X,FTSE Spain Super Liquid
SLQSPL3X,FTSE Spain Super Liquid
SLQSPS1X,FTSE Spain Super Liquid
SLQSPS2X,FTSE Spain Super Liquid
SLQSPS3X,FTSE Spain Super Liquid
SLQUKML2,FTSE UK Mid Cap Super Li
SLQUKML3,FTSE UK Mid Cap Super Li
SLQUKML4,FTSE UK Mid Cap Super Li
SLQUKMS1,FTSE UK Mid Cap Super Li
SLQUKMS2,FTSE UK Mid Cap Super Li
SLQUKMS3,FTSE UK Mid Cap Super Li
SLQUSL2,FTSE USA Large Cap Super
SLQUSL3,FTSE USA Large Cap Super
SLQUSL4,FTSE USA Large Cap Super
SLQUSS1,FTSE USA Large Cap Super
SLQUSS2,FTSE USA Large Cap Super
SLQUSS3,FTSE USA Large Cap Super
SLVP,Invesco Physical Markets Public Limited
SLVR,ETFS Commodity Securities Limited
SLXX,Ishares Plc
SM27,SOCIETE GENERALE ACCEPTANCE NV CALL WTS
SM67,SOCIETE GENERALE ACCEPTANCE NV PUT WTS
SMBS,Ishares IV Plc
SMD,
SMDS,Smith [Ds] Plc
SMEA,Ishares III Plc
SMEU,Source Markets Public Limited Company
SMIF,Twentyfour Select Monthl
SMIN,Smiths Group Plc
SMJ,Smart [J.] & Co. [Contractors] Plc
SML,Strategic Minerals Plc
SMN1,Shariah Multinationals 1
SMRG,Amundi ETF
SMRT,Smartspace Software Plc
SMRU,Amundi ETF
SMS,Smart Metering Systems Plc
SMSD,Samsung Electronics CO L
SMSN,Samsung Electronics CO L
SMT,Scottish Mortgage Investment Trust Plc
SMTC,Lyxor Index Fund
SMUD,Ishares IV Plc
SMV,
SMWH,Wh Smith Plc
SMX,FTSE Smallcap
SMXX,FTSE Smallcap [Exit]
SN,Smith & Nephew
SNG,Synairgen Plc
SNGA,ETFS Commodity Securities Limited
SNGR,Societatea Nationala DE
SNIK,ETFS Commodity Securities Limited
SNP,China Petroleum & Chemic
SNR,Senior Plc
SNSR,SNS REAAL GROEP NV EUR1.63
SNT,Sabien Technology Group Plc
SNWS,
SNX,Synectics Plc
SOFT,Barclays Bank Plc
SOHO,Triple Point Social Housing REIT Plc
SOI,Schroder Oriental Income Fund Limited
SOIL,ETFS Commodity Securities Limited
SOLG,Solgold Plc
SOLI,Solid State Plc
SOM,Somero Enterprise Inc
SONG,Hipgnosis Songs Fund Limited
SOS,Sosandar Plc
SOU,Sound Oil Plc
SOUC,
SOYB,ETFS Commodity Securities Limited
SOYO,ETFS Commodity Securities Limited
SP01,SOCIETE GENERALE ACCEPTANCE NV PUT WTS
SP5C,Multi Units Luxembourg
SP5G,Multi Units Luxembourg
SP5L,Multi Units Luxembourg
SPA,1Spatial Plc
SPAG,Ishares V Public Limited Company
SPAL,Source Physical Markets Plc
SPAP,Source Physical Markets
SPDI,Spdi Secure Property Dev
SPDM,Ishares Physical Metals Plc
SPE,Sopheon Plc
SPEC,
SPEH,Ishares V Public Limited Company
SPGP,Ishares V Public Limited Company
SPI,Spire Healthcare Group P
SPLT,Ishares Physical Metals Plc
SPMD,Ishares Vi Plc
SPMU,
SPMV,Ishares Vi Plc [The Comp
SPO,Sportech Plc
SPOG,Ishares V Public Limited Company
SPOL,Ishares V Public Limited Company
SPPP,Source Physical Markets
SPPT,Source Physical Markets Plc
SPR,Springfield Properties Plc
SPSY,Spectra Systems Corporation
SPT,Spirent Communications Plc
SPX,Spirax-Sarco Engineering Plc
SPX4,Sga Societe Generale Acc
SPX5,SSGA SPDR ETFS Europe I
SPXD,Invesco Markets Plc
SPXJ,Ishares III Plc
SPXP,Source Markets Public Li
SPXS,Source Markets Public Limited Company
SPY4,SSGA SPDR ETFS Europe I
SPY5,SSGA SPDR ETFS Europe I
SQ31,SOCIETE GENERALE ACCEPTANCE NV CALL WTS
SQ62,SOCIETE GENERALE ACCEPTANCE NV PUT WTS
SQ91,SOCIETE GENERALE ACCEPTANCE NV CALL WTS
SQS,Sqs Software Quality Systems Ag
SQZ,Serica Energy Plc
SR11,SOCIETE GENERALE ACCEPTANCE NV CALL WTS
SR87,SOCIETE GENERALE ACCEPTANCE NV CALL WTS
SRAD,
SRB,Serabi Gold Plc
SRC,Sigmaroc Plc
SRE,Sirius Real Estate Ld
SREI,Schroder Real Estate Investment Trust Li
SRES,Sunrise Resources Plc
SRP,Serco Group Plc
SRSA,Ishares III Plc
SRT,Software Radio Technology Plc
SS03,FTSE Global Small Cap Ex
SS07,FTSE Europe Small Cap In
SS08,FTSE Europe Small Cap Ex
SS09,FTSE Asia Pacific Small
SSAC,Ishares V Public Limited Company
SSE,Sse Plc
SSHY,Pimco Fixed Income Sourc
SSIF,Sqn Secured Income Fund Plc
SSIL,ETFS Commodity Securities Limited
SSIT,
SSLN,Ishares Physical Metals Plc
SSLV,Source Physical Markets Plc
SSON,Smithson Investment Trust Plc
SSPG,Ssp Group Plc
SST,Scottish Oriental Smaller Companies Trus
SSTY,Safestay Plc
SSXF,Ishares III Plc
ST11,SOCIETE GENERALE ACCEPTANCE NV CALL WTS
STA,Star Phoenix Group Ltd
STAF,Staffline Group Plc
STAN,Standard Chartered Plc
STB,Secure Trust Bank Plc
STCM,Steppe Cement Ltd
STEA,Pimco Fixed Income Source ETFS Plc
STEM,Sthree Plc
STG,Stellar Resources Plc
STHE,Pimco Fixed Income Sourc
STHS,Pimco Fixed Income Source ETFS Plc
STHY,Pimco Fixed Income Source ETFS Plc
STIL2X,STI 2X Daily Leverage Index
STIL3X,STI 3X Daily Leverage Index
STIS1X,STI Daily Short Index
STIS2X,STI 2X Daily Short Index
STIS3X,STI 3X Daily Short Index
STJ,St. James's Place Plc
STLG,Russell US Large Cap Factors Growth Styl
STLV,Russell US Large Cap Factors Value Style
STM,Stm Group PC
STPU,Multi Units Luxembourg
STS,Securities Trust of Scotland Plc
STVG,Stv Group Plc
STX,Shield Therapeutics Plc
STYC,Pimco Fixed Income Sourc
SUAG,Ishares II Plc
SUAS,Ishares IV Plc
SUD5,ETFS Foreign Exchange Limited
SUES,Ishares IV Plc
SUGA,ETFS Commodity Securities Limited
SUH,Sutton Harbour Group Plc
SUJA,Ishares IV Plc
SUJP,Ishares IV Plc
SUJS,Ishares IV Plc
SUK1,Boost Issuer Public Limi
SUK2,Go Ucits ETF Solutions P
SUKC,SSGA SPDR ETFS Europe II
SUN,Surgical Innovations Group Plc
SUOE,Ishares II Plc
SUOG,Ishares II Plc
SUP,
SUP3,ETFS Foreign Exchange Li
SUP5,ETFS Foreign Exchange Limited
SUPR,Supermarket Income REIT Plc
SUR,Sureserve Group Plc
SURE,Sure Ventures Plc
SUS,S & U Plc
SUSC,SSGA SPDR ETFS Europe I
SUSD,SSGA SPDR ETFS Europe I
SUSM,Ishares IV Plc
SUSS,Ishares II Plc
SUSU,Ishares II Plc
SUSW,Ishares IV Plc
SUUS,Ishares IV Plc
SUWS,Ishares IV Plc
SV94,SOCIETE GENERALE ACCEPTANCE NV PUT WTS
SVE,Starvest Plc
SVM,Svm UK Emerging Fund Plc
SVML,
SVS,Savills Plc
SVT,Severn Trent Plc
SW99,SOCIETE GENERALE ACCEPTANCE NV PUT WTS
SWALLE,FTSE Shariah Emerging Index
SWCHN,FTSE Shariah China Index
SWDA,Ishares III Plc
SWDEURS,FTSE Shariah Developed Europe Index
SWDPAC,FTSE Shariah Developed Asia Pacific
SWDPACXJ,FTSE Shariah Developed Asia Pacific Ex J
SWDXUS,FTSE Shariah Developed Ex US Index
SWEF,Starwood European Real E
SWG,Shearwater Group Plc
SWIM,Lyxor Index Fund
SWIND,FTSE Shariah India Index
SWLD,SSGA SPDR ETFS Europe I Plc
SWORLDS,FTSE Shariah All-World Index
SWPACXJA,FTSE Shariah Asia Pacific Ex Japan Index
SWPXJAN,FTSE Shariah Asia-Pacific
SWRD,SSGA SPDR ETFS Europe I Plc
SWUSA,FTSE Shariah USA Index
SX54,SOCIETE GENERALE ACCEPTANCE NV CALL WTS
SX5S,Source Markets Public Li
SXLB,SSGA SPDR ETFS Europe II
SXLC,SSGA SPDR ETFS Europe II Plc
SXLE,SSGA SPDR ETFS Europe II
SXLF,SSGA SPDR ETFS Europe II
SXLI,SSGA SPDR ETFS Europe II
SXLK,SSGA SPDR ETFS Europe II
SXLP,SSGA SPDR ETFS Europe II
SXLU,SSGA SPDR ETFS Europe II
SXLV,SSGA SPDR ETFS Europe II
SXLY,SSGA SPDR ETFS Europe II
SXS,Spectris Plc
SY11,SOCIETE GENERALE ACCEPTANCE NV PUT WTS
SYM,Symphony Environmental Technologies Plc
SYN,Synnovia Plc
SYNC,Syncona Limited
SYNT,Synthomer Plc
SYS,Sysgroup Plc
SYS1,System1 Group Plc
SZM,SUZUKI MOTOR CORP NPV
T10G,UBS ETF
T1X,FTSE Techmark Focus
T22,United Kingdom
T23,United Kingdom
T24,United Kingdom
T24I,United Kingdom
T25,United Kingdom
T27,United Kingdom
T28,United Kingdom
T29,United Kingdom
T2IL,United Kingdom
T30I,United Kingdom
T32,United Kingdom
T39,United Kingdom
T3GB,Invesco Markets II Plc
T40,United Kingdom
T41,United Kingdom
T42,United Kingdom
T42A,United Kingdom
T44,United Kingdom
T45,United Kingdom
T46,United Kingdom
T47,United Kingdom
T49,United Kingdom
T4Q,United Kingdom
T52,United Kingdom
T58,United Kingdom
T62,United Kingdom
T68,United Kingdom
TAGB,Thinkcapital Etf's N.V.
TAM,Tatton Asset Management Plc
TAN,Tanfield Group Plc
TAST,Tasty Plc
TASX,FTSE Techmark Allshare
TATE,Tate & Lyle Plc
TAVI,Tavistock Investments Pl
TBCG,Tbc Bank Group Plc
TBLD,
TCAP,Tp Icap Plc
TCBT,Thinkcapital Etf's N.V.
TDGB,Thinkcapital Etf's N.V.
TDIV,Thinkcapital Etf's N.V.
TE10,Test Stocks
TEAM,
TED,Ted Baker Plc
TEEC,
TEET,Thinkcapital Etf's N.V.
TEG,Ten Entertainment Group Plc
TEGB,Thinkcapital Etf's N.V.
TEK,Tekcapital Plc
TELE,SSGA SPDR ETFS Europe II
TEM,Templeton Emerging Markets Investment TR
TENG,Ten Lifestyle Group Plc
TENT,
TEP,Telecom Plus Plc
TERN,Tern Plc
TET,Treatt Plc
TFG,Tetragon Financial Group Limited
TFGS,Tetragon Financial Group Limited
TFIF,Twentyfour Income Fund L
TFRN,Wisdomtree Issuer Plc
TFW,Thorpe [F.W.] Plc
TG22,United Kingdom
TG44,United Kingdom
TG52,United Kingdom
TGA,T&g Aim Vct
TGL,Transglobe Energy Corporation
TGP,Tekmar Group Plc
TGR,10 Grp Ord
THAL,Thalassa Holdings Limited
THAMCSCN,FTSE Thailand Mid Small Cap Net Tax Inde
THG,Terrace Hill Group Plc
THR,Thor Mining Plc
THRG,Throgmorton Trust Plc
THRL,Target Healthcare REIT L
THRU,Thruvision Group Plc
THS,Tharisa Plc
THX,
TI1,Trian Investors 1 Limited
TI5G,Ishares II Plc
TIDE,Crimson Tide Plc
TIFS,Ti Fluid Systems Plc
TIGT,Troy Income & Growth Trust Plc
TIME,TIMESTRIP ORD GBP0.0002
TINM,ETFS Commodity Securities Limited
TIP5,Ishares II Plc
TIPA,Multi Units Luxembourg
TIPG,Multi Units Luxembourg
TIPH,Multi Units Luxembourg
TIPS,SSGA SPDR ETFS Europe I Plc
TIPU,Multi Units Luxembourg
TIR,Tiger Resource Finance Plc
TKO,Taseko Mines Limited
TLEI,
TLOU,Tlou Energy Limited
TLW,Tullow Oil Plc
TLY,Totally Plc
TM1,
TM17,Team17 Group PLC
TMG,The Mission Group Plc
TMI,
TMIP,
TMO,Time Out Group Plc
TMOR,
TMPL,Temple Bar Investment Trust Plc
TMS1,FTSE Techmark Mediscienc
TMT,Tmt Investments Plc
TND,Tandem Group Plc
TNOW,Multi Units Luxembourg
TNT,TNT N.V EUR0.48
TOM,Tomco Energy Plc
TON,Titon Holdings Plc
TOOP,Toople Plc
TORO,Toro Limited
TOWN,Town Centre Securities Plc
TPFG,Property Franchise Group Plc [The]
TPG,Tp Group Plc
TPHG,Amundi ETF
TPHU,Amundi ETF
TPK,Travis Perkins Plc
TPOS,Third Point Offshore Investors Limited
TPOU,Third Point Offshore Investors Limited
TPT,Topps Tiles Plc
TPX,The Panoply Holdings Plc
TPXG,Amundi ETF
TPXU,Amundi ETF
TR24,United Kingdom
TR25,United Kingdom
TR26,United Kingdom
TR27,United Kingdom
TR28,United Kingdom
TR30,United Kingdom
TR32,United Kingdom
TR34,United Kingdom
TR37,United Kingdom
TR38,United Kingdom
TR3G,Invesco Markets II Plc
TR40,United Kingdom
TR46,United Kingdom
TR4Q,United Kingdom
TR50,United Kingdom
TR60,United Kingdom
TR68,United Kingdom
TR7G,Invesco Markets II Plc
TR7S,Invesco Markets II Plc
TR8F,United Kingdom
TRA,Tracker
TRAC,TRACTION TECHNOLOGY PLC ORD GBP0.03
TRAF,Trafalgar New Homes Plc
TRAK,Trakm8 Holdings Plc
TRB,Tribal Group Plc
TRCS,Tracsis Plc
TRD,Triad Group Plc
TRE,Trading Emissions Plc
TRE3,Invesco Markets II Plc
TRE7,Invesco Markets II Plc
TREG,Thinkcapital Etf's N.V.
TRES,Invesco Markets II Plc
TRET,Thinkcapital Etf's N.V.
TREX,Invesco Markets II Plc
TRGB,Invesco Markets II Plc
TRI,Trifast Plc
TRIG,The Renewables Infrastru
TRIN,Trinity Exploration & Pr
TRIP,TRIPLE POINT VCT ORD GBP0.01
TRLS,
TRMR,Tremor International Ltd.
TRN,Trainline Plc
TRP,Tower Resources Plc
TRR,Trident Resources Plc
TRS3,SSGA SPDR ETFS Europe I
TRS5,SSGA SPDR ETFS Europe I Plc
TRSG,Invesco Markets II Plc
TRST,
TRSX,SSGA SPDR ETFS Europe I Plc
TRSY,SSGA SPDR ETFS Europe I Plc
TRT,Transense Technologies Plc
TRTQ,United Kingdom
TRU,Trufin Plc
TRX,Tissue Regenix Group Plc
TRXG,Invesco Markets II Plc
TRXS,Invesco Markets II Plc
TRY,TR Property Investment Trust Plc
TSCO,Tesco Plc
TSGB,Thinkcapital Etf's N.V.
TSL,Thinksmart Limited
TST,Touchstar Plc
TSTL,Tristel Plc
TSWE,Thinkcapital Etf's N.V.
TSY3,SSGA SPDR ETFS Europe I
TTG,Tt Electronics Plc
TTST,Tata Steel Limited
TUI,Tui Ag
TUN,
TUNE,Focusrite Plc
TURL,Lyxor International Asse
TURU,Lyxor International Asse
TW,Taylor Wimpey
TW100,Tsec Taiwan Mid-Cap
TW50,FTSE Tsec Taiwan 50 Inde
TW50C,FTSE Twse Taiwan 50 30% Capped Index
TW50U,Tsec Taiwan 50 Index
TWD,Trackwise Designs Plc
TWDP,Tsec Taiwan Dividend
TWEI,Tsec Taiwan Eight Industries
TWSH,Tsec Taiwan Shariah Index
TWTECH,Tsec Taiwan Technology
TXP,Touchstone Exploration Inc
TYM,Tertiary Minerals Plc
TYMN,Tyman Plc
TYT,Toyota Motor Corporation
U10G,Multi Units France
U13G,Multi Units France
U71G,Multi Units Luxembourg
UAV,Unicorn Aim Vct Plc
UB01,UBS ETF
UB02,UBS ETF
UB03,UBS ETF
UB06,UBS ETF
UB0A,UBS [Irl] ETF Plc
UB0D,UBS ETF
UB0E,UBS ETF
UB0F,UBS ETF
UB12,UBS ETF
UB17,UBS ETF
UB20,UBS ETF
UB23,UBS ETF
UB30,UBS ETF
UB32,UBS ETF
UB39,UBS ETF
UB45,UBS ETF
UB69,UBS ETF
UB74,UBS ETF
UB82,UBS ETF
UB99,UBS ETF
UBG,
UBIF,UBS ETF
UBTL,UBS ETF
UBTP,UBS ETF
UBTS,UBS ETF
UBXX,UBS ETF
UC07,UBS (Irl) ETF Plc
UC13,UBS (Irl) ETF Plc
UC14,UBS ETFS Plc
UC15,UBS ETFS Plc
UC44,UBS ETF
UC46,UBS ETF
UC55,UBS ETF
UC63,UBS ETF
UC64,UBS ETF
UC65,UBS ETF
UC67,UBS ETF
UC68,UBS ETF
UC76,UBS ETF
UC79,UBS ETF
UC82,UBS ETF
UC84,UBS ETF
UC85,UBS ETF
UC86,UBS ETF
UC87,UBS ETF
UC90,UBS ETFS Plc
UC93,UBS ETF
UC94,UBS ETF
UC97,UBS ETF
UC98,UBS ETF
UCAP,Ossiam Lux
UDVD,SSGA SPDR ETFS Europe I Plc
UEM,Utilico Emerging Markets Limited
UESD,UNIFIED ENERGY SYSTEMS OF RUSSIA
UESG,Multi Units Luxembourg
UFO,Alien Metals Limited
UFSD,Ishares IV Plc
UGAS,ETFS Commodity Securities Limited
UGNA,Epra/Nareit North America Index [Usd]
UHYG,Lyxor Index Fund
UIFS,Ishares V Public Limited Company
UINC,First Trust Global Funds Public Limited
UJO,Union Jack Oil Plc
UKCM,UK Commercial Property Trust Ld
UKCO,SSGA SPDR ETFS Europe I Plc
UKDV,SSGA SPDR ETFS Europe I Plc
UKLCEQSN,FTSE UK Large Cap Equall
UKOG,UK Oil & Gas Investments
UKRE,Ishares III Plc
UKSR,UBS [Irl] ETF Plc
UKW,Greencoat UK Wind Plc
UKX,FTSE 100
