Co_ID;PO ID;Exchange;Name;" Root
Ticker "; MarketCap ; OutstandingShares ;Sector; Sub-Sector ;"HQ
Location";"HQ
Region";Listing Type;Listing Date;Interlisted;OTC;CPC;CompositeIndex;2024 Venture 50;USA City;Asia Region;Israel Related;Clean Technology Primary Industry;Cleantech Sub-Sector;"Consumer Products & Services
Sub-Sector"; Life Sciences Sub-Sector ; Real Estate Sub-Sector ; Technology Sub-Sector ;Trust; Volume ; Value ; Trades ; MonthsTrading 
V-02295;1104075;TSXV;Solar Alliance Energy Inc.;SOLR; 9 624 470 ; 274 984 848 ;Clean Technology & Renewable Energy;;BC;Canada;QT;20070104;;;Y;;;;;;Utilities & Pipelines;Renewable Energy Production and Distribution;;;;;; 27 132 849 ; 1 305 907 ; 3 280 ;11
V-04878;1185431;TSXV;Solid Impact Investments Corp.;SOLI.P; 28 000 ; 5 600 000 ;CPC;;BC;Canada;IPO/CPC;20220412;;;Y;;;;;Y;;;;;;;; 20 251 ; 1 313 ; 5 ;3
V-02873;1107386;TSXV;Solis Minerals Ltd.;SLMN; 7 027 591 ; 87 844 883 ;Mining;;BC;Canada;IPO;20080715;ASX;OTCQB;;;;;;;;;;;;;; 3 687 663 ; 385 164 ; 496 ;11
V-04447;1181110;TSXV;Solstice Gold Corp.;SGC; 3 113 243 ; 207 549 562 ;Mining;;BC;Canada;Other;20180514;;;;;;;;;;;;;;;; 25 295 227 ; 889 402 ; 1 248 ;11
V-03692;1136330;TSXV;Soma Gold Corp.;SOMA; 52 505 637 ; 92 115 152 ;Mining;;BC;Canada;QT;20120502;;OTCQB;Y;;;;;;;;;;;;; 14 949 869 ; 8 130 337 ; 4 928 ;11
V-01820;1057714;TSXV;Sonor Investments Ltd.;SNI; 1 007 340 ; 195 600 ;Financial Services;;ON;Canada;;;;;;;;;;;;;;;;;; 20 403 ; 111 578 ; 27 ;9
V-01266;1096787;TSXV;Sonoran Desert Copper Corporation;SDCU; 3 590 188 ; 34 192 263 ;Mining;;BC;Canada;QT;20070228;;;Y;;;;;;;;;;;;; 3 859 405 ; 501 687 ; 742 ;11
V-01818;1056223;TSXV;Sonoro Energy Ltd.;SNV; 31 878 691 ; 227 704 935 ;Oil & Gas;;AB;Canada;QT;20021217;;;Y;;;;;;;;;;;;; 26 092 012 ; 2 954 096 ; 3 890 ;11
V-00218;1062160;TSXV;Sonoro Gold Corp.;SGO; 18 622 890 ; 206 921 001 ;Mining;;AB;Canada;Other;20000929;;OTCQB;;;;;;;;;;;;;; 32 611 971 ; 1 973 492 ; 2 506 ;11
V-04865;1186265;TSXV;Source Rock Royalties Ltd.;SRR; 40 708 481 ; 45 231 645 ;Oil & Gas;;AB;Canada;IPO;20220302;;;;;Y;;;;;;;;;;; 8 797 094 ; 7 565 560 ; 2 814 ;11
V-02536;1112583;TSXV;South Atlantic Gold Inc.;SAO; 1 644 385 ; 109 625 666 ;Mining;;BC;Canada;QT;20090826;;;Y;;;;;;;;;;;;; 11 353 237 ; 196 838 ; 220 ;11
V-04551;1182440;TSXV;South Pacific Metals Corp.;SPMC; 21 300 906 ; 38 728 920 ;Mining;;Singapore;Asia;QT;20201208;;;Y;;;;Singapore;;;;;;;;; 6 801 334 ; 2 924 990 ; 1 099 ;11
V-01821;13542;TSXV;South Star Battery Metals Corp.;STS; 29 478 527 ; 52 640 227 ;Mining;;BC;Canada;;;;OTCQB;;;;;;;;;;;;;; 4 979 123 ; 3 038 371 ; 2 300 ;11
V-04444;1180975;TSXV;Southern Empire Resources Corp.;SMP; 2 027 934 ; 67 597 800 ;Mining;;BC;Canada;QT;20200324;;OTCQB;Y;;;;;;;;;;;;; 6 049 255 ; 305 431 ; 547 ;11
V-02973;1120575;TSXV;Southern Energy Corp.;SOU; 15 888 068 ; 167 242 824 ;Oil & Gas;;AB;Canada;RTO;20190104;AIM;OTCQX;;;;;;;;;;;;;; 27 908 515 ; 4 861 117 ; 3 008 ;11
V-01830;28662;TSXV;Southern Silver Exploration Corp.;SSV; 61 882 747 ; 309 413 735 ;Mining;;BC;Canada;;;SSEV;OTCQX;;Y;;;;;;;;;;;; 52 122 595 ; 12 718 677 ; 10 762 ;11
SOU0021;1186815;TSXV;SouthGobi Resources Ltd.;SGQ; 203 729 938 ; 295 260 779 ;Mining;;BC;Canada;TSX Comedown;20230417;HKEx;;;Y;;;;;;;;;;;; 2 733 153 ; 1 921 781 ; 1 249 ;11
V-03770;1142855;TSXV;Southstone Minerals Limited;SML; 160 209 ; 32 041 888 ;Mining;;BC;Canada;IPO;20110512;;;;;;;;;;;;;;;;;;;
V-04952;1187060;TSXV;SP Strategic Acquisition Corp.;SPSA.P; 202 000 ; 10 100 000 ;CPC;;IL;USA;IPO/CPC;20230331;;;Y;;;Chicago;;;;;;;;;; 494 000 ; 12 815 ; 37 ;7
V-04975;1187242;TSXV;Space Kingdom Digital Capital Corp.;YSK.P; 645 000 ; 4 300 000 ;CPC;;BC;Canada;IPO/CPC;20230727;;;Y;;;;;;;;;;;;; 44 100 ; 6 765 ; 15 ;7
V-02625;1115439;TSXV;Spackman Equities Group Inc.;SQG; 223 350 ; 14 889 972 ;Financial Services;;Hong Kong;Asia;Other;20071011;;;;;;;Hong Kong;;;;;;;;;;;;
V-01800;1023428;TSXV;Spanish Mountain Gold Ltd.;SPA; 47 000 788 ; 427 279 888 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 29 484 230 ; 4 941 309 ; 4 286 ;11
V-04592;1183155;TSXV;SPARQ Systems Inc.;SPRQ; 86 801 334 ; 115 735 112 ;Clean Technology & Renewable Energy;;ON;Canada;QT;20220107;;OTCQX;Y;;;;;;Technology;Renewable Energy Equipment Manufacturing and Tech;;;;;; 5 889 699 ; 3 585 747 ; 788 ;11
V-01834;1023851;TSXV;Sparta Capital Ltd.;SAY; 3 738 831 ; 249 255 423 ;Financial Services;;AB;Canada;;;;;;;;;;;;;;;;;; 25 608 828 ; 442 531 ; 1 128 ;11
V-01835;1062243;TSXV;Sparton Resources Inc.;SRI; 6 797 661 ; 169 941 537 ;Mining;;ON;Canada;;;;;;;;;;;;;;;;;; 25 390 135 ; 820 282 ; 1 025 ;11
V-04703;1184555;TSXV;SPC Nickel Corp.;SPC; 3 846 077 ; 192 303 825 ;Mining;;ON;Canada;Other;20210308;;;;;;;;;;;;;;;; 35 426 656 ; 1 463 459 ; 1 676 ;11
V-01836;1023599;TSXV;Spectra Products Inc.;SSA; 3 064 247 ; 13 928 395 ;Consumer Products & Services;;ON;Canada;;;;;;;;;;;;;Consumer Discretionary;;;;; 916 538 ; 207 331 ; 167 ;11
SPE0014;1183800;TSXV;Spectra7 Microsystems Inc.;SEV; 22 736 776 ; 133 745 740 ;Technology;;CA;USA;TSX Comedown;20200522;;OTCQB;;;;San Jose;;;;;;;; Hardware & Equipment ;; 7 956 195 ; 1 888 630 ; 2 758 ;11
V-04630;1183085;TSXV;Spectre Capital Corp.;SOO.P; 429 600 ; 7 160 001 ;CPC;;BC;Canada;IPO/CPC;20200221;;;Y;;;;;;;;;;;;; 547 623 ; 31 097 ; 39 ;8
V-02780;1116074;TSXV;Spot Coffee (Canada) Ltd.;SPP; 2 437 504 ; 162 500 270 ;Consumer Products & Services;;ON;Canada;QT;20090723;;OTCQB;Y;;;;;;;;Consumer Discretionary;;;;; 2 419 236 ; 65 919 ; 180 ;5
V-04980;1187555;TSXV;SRQ Resources Inc.;SRQ; 3 079 148 ; 27 992 251 ;Mining;;QC;Canada;Other;20230816;;;;;;;;;;;;;;;; 25 691 804 ; 5 041 836 ; 5 270 ;11
V-03995;1155991;TSXV;SSC Security Services Corp.;SECU; 50 734 218 ; 18 652 286 ;Industrial Products & Services;;SK;Canada;QT;20130722;;OTCQX;Y;;;;;;;;;;;;; 1 948 094 ; 5 006 224 ; 1 887 ;11
V-04922;1185950;TSXV;St. Davids Capital Inc.;SDCI.P; 126 963 ; 5 078 500 ;CPC;;ON;Canada;IPO/CPC;20221014;;;Y;;;;;;;;;;;;; 308 003 ; 29 255 ; 17 ;9
V-00203;14398;TSXV;St. James Gold Corp.;LORD; 3 221 897 ; 33 914 706 ;Mining;;BC;Canada;;;;OTCQB;;;;;;;;;;;;;; 1 592 451 ; 217 210 ; 368 ;11
V-03801;1146725;TSXV;Stakeholder Gold Corp.;SRC; 16 897 091 ; 17 786 412 ;Mining;;ON;Canada;Other;20110621;;;;;;;;;;;;;;;; 775 136 ; 725 917 ; 458 ;11
V-04159;1164150;TSXV;Stallion Uranium Corp.;STUD; 6 065 147 ; 151 628 687 ;Mining;;BC;Canada;IPO;20131022;;OTCQB;;;;;;;;;;;;;; 59 828 532 ; 6 976 529 ; 7 754 ;11
V-03025;1126275;TSXV;Stampede Drilling Inc.;SDI; 39 256 678 ; 206 614 095 ;Industrial Products & Services;Energy Services;AB;Canada;QT;20110921;;;Y;;;;;;;;;;;;; 32 413 756 ; 7 255 243 ; 1 978 ;11
V-02020;32904;TSXV;Stamper Oil & Gas Corp.;STMP; 347 179 ; 17 358 934 ;Oil & Gas;;BC;Canada;;;;;;;;;;;;;;;;;; 6 799 560 ; 257 079 ; 586 ;11
V-01512;1018160;TSXV;Standard Lithium Ltd.;SLI; 442 245 624 ; 172 752 197 ;Mining;;BC;Canada;;;NYSE Mkt;;;Y;;;;;;;;;;;; 35 453 419 ; 78 659 175 ; 83 351 ;11
V-04642;1182925;TSXV;Standard Uranium Ltd.;STND; 3 939 736 ; 46 349 838 ;Mining;;BC;Canada;Other;20200504;;OTCQB;;;;;;;;;;;;;; 38 741 607 ; 2 996 123 ; 4 503 ;11
V-04698;1184385;TSXV;Star Royalties Ltd.;STRR; 23 224 225 ; 77 414 084 ;Mining;;ON;Canada;IPO;20210219;;OTCQX;;;;;;;;;;;;;; 11 384 700 ; 3 077 218 ; 2 376 ;11
V-04553;1182755;TSXV;Stardust Solar Energy Inc.;SUN; 8 799 257 ; 70 394 052 ;Clean Technology & Renewable Energy;;BC;Canada;QT;20241007;;;Y;;;;;;Industrial Products & Services;Renewable Energy Equipment Manufacturing and Tech;;;;;; 3 884 672 ; 434 337 ; 723 ;2
V-04704;1184760;TSXV;Starlight U.S. Multi-Family (No.2) Core Plus Fund;SCPT; 4 957 839 ; 2 360 679 ;Real Estate;;ON;Canada;IPO;20210331;;;;;;;;;;;;; Industrial/Office/Retail/Residential ;;; 164 809 ; 518 638 ; 168 ;10
V-04810;1185915;TSXV;Starlight U.S. Residential Fund;SURF; 6 278 105 ; 2 817 207 ;Real Estate;;ON;Canada;IPO;20211115;;;;;;;;;;;;; Industrial/Office/Retail/Residential ;;; 252 397 ; 834 018 ; 269 ;11
V-01029;33712;TSXV;Starr Peak Mining Ltd.;STE; 19 329 545 ; 53 693 181 ;Mining;;BC;Canada;;;;OTCQX;;;;;;;;;;;;;; 13 857 113 ; 5 571 834 ; 3 957 ;11
V-01857;21346;TSXV;Stellar AfricaGold Inc.;SPX; 2 524 750 ; 28 052 777 ;Mining;;QC;Canada;;;;;;;;;;;;;;;;;; 5 026 091 ; 141 735 ; 509 ;11
V-02722;1112182;TSXV;Stelmine Canada Ltée / Stelmine Canada Ltd.;STH; 1 528 641 ; 101 909 380 ;Mining;;QC;Canada;IPO;20080128;;OTCQB;;;;;;;;;;;;;; 21 827 677 ; 833 422 ; 1 657 ;11
V-01126;1095689;TSXV;Sterling Metals Corp.;SAG; 8 693 578 ; 248 387 931 ;Mining;;ON;Canada;QT;20060411;;OTCQB;Y;;;;;;;;;;;;; 55 241 951 ; 2 811 404 ; 2 894 ;11
V-02358;1108531;TSXV;Stillwater Critical Minerals Corp.;PGE; 31 789 577 ; 227 068 406 ;Mining;;BC;Canada;QT;20071001;;OTCQB;Y;;;;;;;;;;;;; 22 559 469 ; 3 465 447 ; 5 338 ;11
V-04705;1184360;TSXV;Stinger Resources Inc.;STNG; 2 978 865 ; 49 647 742 ;Mining;;AB;Canada;Other;20210305;;OTCQB;;;;;;;;;;;;;; 4 690 608 ; 283 340 ; 1 223 ;11
V-00469;42092;TSXV;Storm Exploration Inc.;STRM; 2 271 258 ; 64 893 073 ;Mining;;BC;Canada;RTO from NEX;20171129;;;;;;;;;;;;;;;; 16 145 866 ; 736 401 ; 1 854 ;11
V-01874;820649;TSXV;Strategem Capital Corporation;SGE; 3 296 350 ; 9 156 528 ;Financial Services;;BC;Canada;;;;;;;;;;;;;;;;;; 161 500 ; 77 260 ; 33 ;9
V-01876;818115;TSXV;Strategic Metals Ltd.;SMD; 17 752 955 ; 110 955 967 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 11 404 205 ; 1 973 919 ; 1 677 ;11
V-02057;1101789;TSXV;Strategic Resources Inc.;SR; 47 222 396 ; 59 027 995 ;Mining;;BC;Canada;Other;20050923;;;;;;;;;;;;;;;; 1 009 277 ; 674 471 ; 681 ;11
V-02963;1118193;TSXV;Strathmore Plus Uranium Corp.;SUU; 11 078 621 ; 48 167 916 ;Mining;;BC;Canada;RTO;20101115;;OTCQB;;;;;;;;;;;;;; 15 433 253 ; 5 896 090 ; 5 187 ;11
V-03956;1151956;TSXV;Stria Lithium Inc.;SRA; 1 555 262 ; 25 921 036 ;Mining;;ON;Canada;QT;20131218;;OTCQB;Y;;;;;;;;;;;;; 2 650 353 ; 278 552 ; 599 ;11
V-01228;1014103;TSXV;Strikepoint Gold Inc.;SKP; 6 237 436 ; 34 652 422 ;Mining;;BC;Canada;;;;OTCQB;;;;;;;;;;;;;; 44 656 476 ; 1 919 996 ; 2 961 ;11
V-00679;35453;TSXV;Strikewell Energy Corp.;SKK; 992 089 ; 8 626 862 ;Oil & Gas;;BC;Canada;;;;;;;;;;;;;;;;;; 388 310 ; 32 382 ; 27 ;6
V-01887;1057716;TSXV;Stroud Resources Ltd.;SDR; 2 881 160 ; 57 623 199 ;Mining;;ON;Canada;;;;;;;;;;;;;;;;;; 7 596 256 ; 484 210 ; 691 ;11
V-04568;1180976;TSXV;Stuhini Exploration Ltd.;STU; 6 042 453 ; 46 480 411 ;Mining;;BC;Canada;IPO;20190521;;OTCQB;;;;;;;;;;;;;; 6 331 260 ; 1 130 844 ; 986 ;11
V-04464;1181196;TSXV;Stuve Gold Corp.;STUV; 1 037 697 ; 29 648 484 ;Mining;;AB;Canada;QT;20201013;;;Y;;;;;;;;;;;;; 171 655 ; 5 985 ; 45 ;9
V-04988;1187530;TSXV;Sucro Limited;SUGR; 124 246 333 ; 10 574 156 ;Consumer Products & Services;;FL;USA;IPO;20231030;;;;;;Coral Gables;;;;;Consumer Staples;;;;; 644 416 ; 4 875 568 ; 1 458 ;11
V-04690;1184220;TSXV;Summa Silver Corp.;SSVR; 34 237 132 ; 118 059 075 ;Mining;;BC;Canada;Other;20210111;;OTCQX;;;;;;;;;;;;;; 36 711 550 ; 15 173 950 ; 18 604 ;11
V-04659;1183840;TSXV;Sun Peak Metals Corp.;PEAK; 27 000 577 ; 87 098 634 ;Mining;;BC;Canada;Other;20200817;;OTCQB;;;;;;;;;;;;;; 7 075 872 ; 2 930 641 ; 1 569 ;11
V-04597;1183120;TSXV;Sun Residential Real Estate Investment Trust;SRES; 10 166 950 ; 203 338 999 ;Real Estate;;ON;Canada;QT;20200203;;;Y;;;;;;;;;; Industrial/Office/Retail/Residential ;; Y ; 32 418 412 ; 1 503 778 ; 756 ;11
V-02701;1111413;TSXV;Sun Summit Minerals Corp.;SMN; 8 403 216 ; 70 026 798 ;Mining;;BC;Canada;IPO;20071218;;OTCQB;;;;;;;;;;;;;; 30 186 882 ; 5 436 926 ; 4 397 ;11
V-04679;1184290;TSXV;SuperBuzz Inc.;SPZ; 3 626 303 ; 80 584 514 ;Technology;;Israel;Other;QT;20220714;;;Y;;;;;Y;;;;;; Internet Software & Services ;; 3 129 509 ; 184 626 ; 457 ;11
V-01896;38397;TSXV;Superior Mining International Corporation;SUI; 15 994 725 ; 78 023 048 ;Mining;;BC;Canada;;19900314;;;;;;;;;;;;;;;; 11 796 437 ; 2 277 590 ; 1 717 ;11
V-00480;40740;TSXV;Surge Battery Metals Inc.;NILI; 60 233 635 ; 165 023 658 ;Mining;;BC;Canada;;;;OTCQX;;;Y;;;;;;;;;;; 86 851 599 ; 39 414 715 ; 24 328 ;11
V-00808;22614;TSXV;Surge Copper Corp.;SURG; 27 409 266 ; 288 518 589 ;Mining;;BC;Canada;;;;OTCQB;;;;;;;;;;;;;; 48 961 627 ; 6 419 709 ; 6 199 ;11
V-00157;1023845;TSXV;Sylla Gold Corp.;SYG; 1 361 371 ; 54 454 834 ;Mining;;NS;Canada;;;;OTCQB;;;;;;;;;;;;;; 6 395 320 ; 256 532 ; 344 ;11
V-00054;12037;TSXV;T2 Metals Corp.;TWO; 9 880 344 ; 42 044 019 ;Mining;;BC;Canada;;;;OTCQB;;;;;;;;;;;;;; 2 881 543 ; 793 754 ; 906 ;11
V-04981;1187525;TSXV;Tactical Resources Corp.;RARE; 11 415 834 ; 35 674 480 ;Mining;;BC;Canada;Other;20230831;;;;;;;;;;;;;;;; 5 360 204 ; 1 242 072 ; 1 041 ;11
V-01909;1099695;TSXV;TAG Oil Ltd.;TAO; 31 392 675 ; 184 662 792 ;Oil & Gas;;BC;Canada;TSX Comedown;20200629;;OTCQX;;;;;;;;;;;;;; 45 427 409 ; 15 808 158 ; 9 084 ;11
V-02950;1119259;TSXV;Tajiri Resources Corp.;TAJ; 6 708 331 ; 134 166 618 ;Mining;;BC;Canada;QT;20110426;;;Y;;;;;;;;;;;;; 25 692 445 ; 1 168 136 ; 785 ;11
V-01930;1091209;TSXV;Taranis Resources Inc.;TRO; 37 530 798 ; 100 082 127 ;Mining;;CO;USA;;20030918;;OTCQB;;;;Lakewood;;;;;;;;;; 1 953 765 ; 636 861 ; 570 ;11
V-04007;1153235;TSXV;Tarku Resources Ltd.;TKU; 1 901 079 ; 126 738 588 ;Mining;;BC;Canada;QT;20140521;;OTCQB;Y;;;;;;;;;;;;; 25 866 139 ; 496 556 ; 993 ;11
V-04830;1185280;TSXV;Taura Gold Inc.;TORA; 2 987 851 ; 22 983 472 ;Mining;;BC;Canada;IPO;20211207;;;;;;;;;;;;;;;; 2 599 579 ; 403 116 ; 136 ;11
V-04490;1181705;TSXV;TDG Gold Corp.;TDG; 19 295 092 ; 142 926 604 ;Mining;;BC;Canada;QT;20201217;;;Y;;;;;;;;;;;;; 10 089 777 ; 1 274 488 ; 1 586 ;11
V-01935;34839;TSXV;Tearlach Resources Limited;TEA; 1 765 950 ; 88 297 482 ;Mining;;BC;Canada;;19970522;;OTCQB;;;;;;;;;;;;;; 24 709 005 ; 681 591 ; 1 257 ;11
V-04611;1183551;TSXV;Tectonic Metals Inc.;TECT; 18 938 420 ; 420 853 777 ;Mining;;BC;Canada;Other;20191118;;OTCQB;;;;;;;;;;;;;; 67 046 122 ; 4 790 384 ; 4 937 ;11
V-03952;1153040;TSXV;Telo Genomics Corp.;TELO; 8 947 192 ; 74 559 933 ;Life Sciences;;ON;Canada;QT from NEX;20160913;;OTCQB;Y;;;;;;;;; Biotechnology ;;;; 8 595 115 ; 1 476 931 ; 1 280 ;11
V-01331;1098639;TSXV;Tenth Avenue Petroleum Corp.;TPC; 4 190 840 ; 44 114 100 ;Oil & Gas;;AB;Canada;QT;20060707;;;Y;;;;;;;;;;;;; 2 474 299 ; 265 962 ; 302 ;11
V-01604;1023519;TSXV;Teras Resources Inc.;TRA; 1 253 580 ; 250 716 020 ;Mining;;AB;Canada;;;;;;;;;;;;;;;;;;;;;
V-02181;18275;TSXV;Tesoro Minerals Corp.;TES; 3 948 826 ; 131 627 549 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 2 244 116 ; 52 606 ; 150 ;11
V-04424;1180601;TSXV;Tethys Petroleum Ltd.;TPL; 149 314 422 ; 114 857 248 ;Oil & Gas;;Cayman Islands;Latin America;TSX Comedown;20180326;;;;;;;;;;;;;;;; 910 387 ; 796 285 ; 1 027 ;11
V-01956;40289;TSXV;Teuton Resources Corp.;TUO; 63 521 569 ; 57 746 881 ;Mining;;BC;Canada;;;;OTCQB;;;;;;;;;;;;;; 8 125 633 ; 10 301 929 ; 7 823 ;11
V-02024;1088867;TSXV;TGX Energy & Resources Inc.;TGX; 1 678 868 ; 33 577 353 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 256 847 ; 14 171 ; 122 ;11
V-00912;822184;TSXV;Themac Resources Group Limited;MAC; 2 382 004 ; 79 400 122 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 702 016 ; 23 075 ; 96 ;10
V-01962;1074384;TSXV;Theralase Technologies Inc.;TLT; 49 091 389 ; 223 142 675 ;Life Sciences;;ON;Canada;;;;OTCQB;;;;;;;;;; Healthcare Facilities and Equipment ;;;; 33 128 874 ; 5 532 931 ; 5 105 ;11
V-01045;1072657;TSXV;Therma Bright Inc.;THRM; 11 777 244 ; 420 615 855 ;Life Sciences;;ON;Canada;QT;20011217;;OTCQB;Y;;;;;;;;; Healthcare Services and Supplies ;;;; 243 610 209 ; 9 571 805 ; 9 561 ;10
V-01963;1023629;TSXV;Thermal Energy International Inc.;TMG; 34 546 861 ; 172 734 305 ;Clean Technology & Renewable Energy;;ON;Canada;;;;OTCQB;;;;;;;Industrial Products & Services;Energy Efficiency;;;;;; 57 409 495 ; 14 789 306 ; 9 491 ;11
V-04078;1155905;TSXV;Thesis Gold Inc.;TAU; 121 619 094 ; 196 159 829 ;Mining;;BC;Canada;IPO;20121101;;OTCQX;;Y;;;;;;;;;;;; 54 451 812 ; 34 705 448 ; 10 561 ;11
V-04584;1183076;TSXV;Thiogenesis Therapeutics, Corp.;TTI; 29 911 294 ; 46 017 375 ;Life Sciences;;CA;USA;QT;20220413;;;Y;;;San Diego;;;;;; Biotechnology ;;;; 4 037 179 ; 2 889 169 ; 900 ;11
V-01964;39347;TSXV;Thor Explorations Ltd.;THX; 196 530 586 ; 655 101 952 ;Mining;;BC;Canada;;;AIM;;;Y;;;;;;;;;;;; 48 021 137 ; 12 748 710 ; 6 653 ;11
V-04756;1185075;TSXV;THS Maple Holdings Ltd.;YAY; 9 050 865 ; 60 339 100 ;Consumer Products & Services;;ON;Canada;QT;20240501;;;Y;;;;;;;;Consumer Staples;;;;; 667 354 ; 109 369 ; 88 ;7
V-00331;17006;TSXV;Thunder Gold Corp.;TGOL; 11 364 878 ; 206 634 151 ;Mining;;BC;Canada;;;;OTCQB;;;;;;;;;;;;;; 46 375 142 ; 1 604 609 ; 1 454 ;11
V-03647;1132340;TSXV;Thunder Mountain Gold, Inc.;THM; 6 085 558 ; 60 855 579 ;Mining;;ID;USA;Other;20100924;;OTCQB;;;;Boise;;;;;;;;;; 216 904 ; 13 639 ; 39 ;8
V-01109;30405;TSXV;Thunderbird Entertainment Group Inc.;TBRD; 87 344 052 ; 49 910 887 ;Comm. & Media;;BC;Canada;RTO;20181102;;OTCQX;;Y;;;;;;;;;;;; 7 278 713 ; 13 442 974 ; 5 006 ;11
V-04965;1187480;TSXV;Thunderbird Minerals Corp.;BIRD; 525 179 ; 15 005 120 ;Mining;;BC;Canada;Other;20230629;;;;;;;;;;;;;;;; 3 363 495 ; 151 855 ; 913 ;11
V-03975;1155185;TSXV;Thunderstruck Resources Ltd.;AWE; 1 613 097 ; 32 261 946 ;Mining;;BC;Canada;QT;20140512;;;Y;;;;;;;;;;;;; 3 939 737 ; 217 314 ; 412 ;11
V-04755;1184730;TSXV;Tier One Silver Inc.;TSLV; 17 104 952 ; 171 049 523 ;Mining;;BC;Canada;Other;20210609;;OTCQB;;;;;;;;;;;;;; 23 016 384 ; 2 718 781 ; 3 401 ;11
V-04195;1169021;TSXV;Till Capital Corporation;TIL; 4 180 815 ; 3 191 462 ;Financial Services;;ID;USA;TSX Comedown;20140424;;;;;;Hayden;;;;;;;;;; 92 431 ; 210 787 ; 360 ;11
V-04508;1181920;TSXV;Timeless Capital Corp.;TLC.P; 35 000 ; 7 000 000 ;CPC;;AB;Canada;IPO/CPC;20181029;;;Y;;;;;;;;;;;;; 55 000 ; 275 ; 6 ;3
V-04678;1184200;TSXV;Tincorp Metals Inc.;TIN; 10 036 113 ; 66 907 423 ;Mining;;BC;Canada;Other;20201125;;OTCQX;;;;;;;;;;;;;; 5 055 667 ; 1 010 782 ; 1 516 ;11
V-01973;18705;TSXV;Tinka Resources Limited;TK; 39 130 393 ; 391 303 925 ;Mining;;BC;Canada;;20030211;Lima (BVL);OTCQB;;;;;;;;;;;;;; 9 789 405 ; 1 154 797 ; 1 169 ;11
V-03047;1116539;TSXV;Tinkerine Studios Ltd.;TTD; 1 987 034 ; 49 675 849 ;Technology;;BC;Canada;RTO;20140414;;;;;;;;;;;;;; Hardware & Equipment ;;;;;
V-04650;1183690;TSXV;TinOne Resources Inc.;TORC; 788 323 ; 9 274 385 ;Mining;;BC;Canada;QT;20220105;;OTCQB;Y;;;;;;;;;;;;; 6 883 134 ; 445 009 ; 610 ;11
V-01974;1057717;TSXV;Tintina Mines Ltd.;TTS; 3 213 345 ; 22 952 466 ;Mining;;ON;Canada;;;;;;;;;;;;;;;;;; 1 418 675 ; 157 340 ; 289 ;5
V-04614;1183446;TSXV;Tiny Ltd.;TINY; 232 425 402 ; 187 439 840 ;Technology;;BC;Canada;QT;20201214;;OTCQX;Y;Y;Y;;;;;;;;; Internet Software & Services ;; 10 239 407 ; 21 787 048 ; 15 672 ;11
V-01976;39935;TSXV;Titan Logix Corp.;TLA; 22 543 544 ; 28 536 132 ;Industrial Products & Services;Energy Services;AB;Canada;;20020702;;;;;;;;;;;;;;;; 4 261 043 ; 2 685 370 ; 867 ;11
V-01912;39686;TSXV;TNR Gold Corp.;TNR; 9 502 839 ; 190 056 780 ;Mining;;BC;Canada;;;;;;;;;;;;;;;;;; 14 368 642 ; 808 898 ; 737 ;11
V-02669;1108570;TSXV;TomaGold Corporation;LOT; 3 825 654 ; 191 282 706 ;Mining;;QC;Canada;QT;20091007;;OTCQB;Y;;;;;;;;;;;;; 23 093 781 ; 474 803 ; 839 ;11
V-03788;1147880;TSXV;Tombill Mines Limited;TBLL; 4 430 069 ; 221 503 451 ;Mining;;BC;Canada;QT;20201215;;;Y;;;;;;;;;;;;; 9 955 317 ; 178 348 ; 415 ;11
V-04699;1184230;TSXV;Topicus.com Inc.;TOI; 10 028 074 349 ; 83 068 873 ;Technology;;Netherlands;UK/Europe;Other;20210201;;;;Y;Y;;;;;;;;; Software ;; 6 153 847 ; 731 073 676 ; 52 973 ;11
V-04918;1186585;TSXV;Torchlight Innovations Inc.;TLX.P; 330 000 ; 5 500 000 ;CPC;;BC;Canada;IPO/CPC;20220808;;;Y;;;;;;;;;;;;; 5 524 ; 354 ; 3 ;3
V-04306;1177740;TSXV;Tornado Global Hydrovacs Ltd.;TGH; 160 327 920 ; 135 871 119 ;Industrial Products & Services;Energy Services;AB;Canada;Other;20160708;;OTCQX;;Y;;;;;;;;;;;; 23 163 291 ; 23 257 333 ; 6 240 ;11
V-01824;20215;TSXV;Torq Resources Inc.;TORQ; 8 344 217 ; 139 070 290 ;Mining;;BC;Canada;RTO;20110914;;OTCQX;;;;;;;;;;;;;; 20 881 632 ; 2 453 354 ; 2 575 ;11
V-04615;1182150;TSXV;Torr Metals Inc.;TMET; 3 593 129 ; 35 931 294 ;Mining;;AB;Canada;QT;20211207;;;Y;;;;;;;;;;;;; 11 567 819 ; 1 064 833 ; 1 200 ;11
V-02197;42383;TSXV;Torrent Capital Ltd.;TORR; 15 122 500 ; 25 204 167 ;Financial Services;;NS;Canada;COB;20170206;;;;;;;;;;;;;;;; 730 342 ; 432 581 ; 167 ;11
